mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b,match_type
1097000,hiwot primary clinic,amhara,NmCbSk9gmTg,hiwot primary clinic,amhara,0.8288583159446716,hiwot primary clinic woreda:Andabet region:amhara zone:South Gondar Zone,hiwot primary clinic region:amhara zone:Oromia Special ZHD,confirmed
1097003,docter bahiru medium clinic,amhara,blyNB7nf3vK,doctor birhanu medium clinic,amhara,0.8021873235702515,docter bahiru medium clinic woreda:Andabet region:amhara zone:South Gondar Zone,doctor birhanu medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097003,docter bahiru medium clinic,amhara,fC79pNYqKhq,doctor wondim medium clinic,amhara,0.8141697645187378,docter bahiru medium clinic woreda:Andabet region:amhara zone:South Gondar Zone,doctor wondim medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097003,docter bahiru medium clinic,amhara,NM5CJ7PCdeM,doctor addisu medium clinic,amhara,0.8043148517608643,docter bahiru medium clinic woreda:Andabet region:amhara zone:South Gondar Zone,doctor addisu medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097023,aberham primary clinic,amhara,UXEjzioZJT5,abrham primary clinic,amhara,0.8273345828056335,aberham primary clinic woreda:Sedie region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097023,aberham primary clinic,amhara,i15w4MrFwSv,abrham primary clinic,amhara,0.8523005247116089,aberham primary clinic woreda:Sedie region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097023,aberham primary clinic,amhara,x3pDRpvs8dS,abrham primary clinic,amhara,0.8523005247116089,aberham primary clinic woreda:Sedie region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097036,doctor yilkal medium clinic,amhara,fC79pNYqKhq,doctor wondim medium clinic,amhara,0.8013315796852112,doctor yilkal medium clinic woreda:Awabel region:amhara zone:East Gojjam Zone,doctor wondim medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097040,tesfa primary clinic,amhara,ngbpKRbziI4,tesfa primary clinic,amhara,0.8330246806144714,tesfa primary clinic woreda:Awabel region:amhara zone:East Gojjam Zone,tesfa primary clinic region:amhara zone:Awi ZHD,confirmed
1097040,tesfa primary clinic,amhara,hvZeBZ1GXRo,tesfaye primary clinic,amhara,0.8051241636276245,tesfa primary clinic woreda:Awabel region:amhara zone:East Gojjam Zone,tesfaye primary clinic region:amhara zone:North Shewa ZHD,confirmed
1097042,abebe primary clinic,amhara,UOKlTk6wO2E,abebe primary clinic,amhara,0.8784780502319336,abebe primary clinic woreda:Awabel region:amhara zone:East Gojjam Zone,abebe primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097042,abebe primary clinic,amhara,X432xOZMvDW,abebe primary clinic,amhara,0.8784780502319336,abebe primary clinic woreda:Awabel region:amhara zone:East Gojjam Zone,abebe primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097042,abebe primary clinic,amhara,BXQy7VFtGjb,abebaw primary clinic,amhara,0.8259780406951904,abebe primary clinic woreda:Awabel region:amhara zone:East Gojjam Zone,abebaw primary clinic region:amhara zone:West Gondar ZHD,confirmed
1097047,paragon physiotherapy specialty clinic,addis ababa,jIKcM5umLZp,paragon pysiotherapy speciality clinic,addis ababa,0.8565409183502197,paragon physiotherapy specialty clinic woreda:Woreda 9 region:addis ababa zone:Yeka Sub City,paragon pysiotherapy speciality clinic region:addis ababa zone:Yeka Sub City,confirmed
1097048,oromia medium clinic,oromia,kgIC1qSLbOp,oromia medium clinic,oromia,0.8520874381065369,oromia medium clinic woreda:Tiyo region:oromia zone:Arsi zone,oromia medium clinic region:oromia zone:West Arsi ZHD,confirmed
1097061,abate medium clinic,amhara,D34852kYIZE,abwete medium clinic,amhara,0.801622748374939,abate medium clinic woreda:Enemay region:amhara zone:East Gojjam Zone,abwete medium clinic region:amhara zone:North Shewa ZHD,confirmed
1097076,haylu habetie primary clinic,amhara,tdnJd2HyYRo,haylu eshetie gzawu primary clinic,amhara,0.8137542009353638,haylu habetie primary clinic woreda:Fogera region:amhara zone:South Gondar Zone,haylu eshetie gzawu primary clinic region:amhara zone:South Wollo ZHD,confirmed
1097094,kidane mihret medium clinic,amhara,co9O58f383W,kidane mihret melestegna clinic,amhara,0.8866450786590576,kidane mihret medium clinic region:amhara zone:North Gojjam Zone,kidane mihret melestegna clinic region:amhara zone:Central Gondar ZHD,confirmed
1097137,enat medium clinic,oromia,WxZtCBGMFTO,enat medium clinic,oromia,0.8892176151275635,enat medium clinic region:oromia zone:Ilu Aba Bora Zone,enat medium clinic region:oromia zone:Ambo Town ZHD,confirmed
1097143,mebay second generation health post,afar,v7nk1ZGW3a5,mabay second generation health post,afar,0.8271629214286804,mebay second generation health post woreda:Mebay region:afar zone:Zone 4,mabay second generation health post region:afar zone:Zone 4 ZHD,confirmed
1097146,hiwot fana medium clinic,amhara,Sg3angtYUXJ,hiwot fana primary clinic,amhara,0.80180424451828,hiwot fana medium clinic woreda:Zigem region:amhara zone:Awi Zone,hiwot fana primary clinic region:amhara zone:South Wollo ZHD,confirmed
1097147,paragon physiotherapy specialty clinic,addis ababa,jIKcM5umLZp,paragon pysiotherapy speciality clinic,addis ababa,0.8221963047981262,paragon physiotherapy specialty clinic woreda:Woreda 8 region:addis ababa zone:Lideta Sub City,paragon pysiotherapy speciality clinic region:addis ababa zone:Yeka Sub City,confirmed
1097151,walin medium clinic,oromia,PjvEbTv2uSy,walin medium clinic,oromia,0.8839329481124878,walin medium clinic region:oromia zone:West Wollega Zone,walin medium clinic region:oromia zone:Ambo Town ZHD,confirmed
1097151,walin medium clinic,oromia,pXKyClTvUYc,walin medium clinic,oromia,0.9455731511116028,walin medium clinic region:oromia zone:West Wollega Zone,walin medium clinic region:oromia zone:South West Shewa  ZHD,confirmed
1097165,doctor addisu medium clinic,amhara,NM5CJ7PCdeM,doctor addisu medium clinic,amhara,0.8219576478004456,doctor addisu medium clinic woreda:Yilemana denisa Woreda region:amhara zone:North Gojjam Zone,doctor addisu medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097197,tena adam orimary clinic,south west ethiopia,R0PmxniPdzb,tena adam clinic,south west ethiopia,0.8414096832275391,tena adam orimary clinic woreda:Yeki Woreda region:south west ethiopia zone:Sheka Zone,tena adam clinic region:south west ethiopia zone:Kaffa ZHD,confirmed
1097207,arsho internal medicine speciality clinic,addis ababa,mjiwbsU7eL1,aresho interna medicine speciality clinic,addis ababa,0.8343178033828735,arsho internal medicine speciality clinic woreda:Woreda 7 region:addis ababa zone:Yeka Sub City,aresho interna medicine speciality clinic region:addis ababa zone:Yeka Sub City,confirmed
1097242,arsho basic medical laboratory,addis ababa,HPTToXSSQZ7,arsho basic diagnostic laboratory cathedral school,addis ababa,0.8559601902961731,arsho basic medical laboratory woreda:Woreda 1 region:addis ababa zone:Arada Sub City,arsho basic diagnostic laboratory cathedral school region:addis ababa zone:Arada Sub City WorHO,confirmed
1097242,arsho basic medical laboratory,addis ababa,djFjLzy2IVb,arsho basic diagnostic laboratory serategna sefer,addis ababa,0.8708486557006836,arsho basic medical laboratory woreda:Woreda 1 region:addis ababa zone:Arada Sub City,arsho basic diagnostic laboratory serategna sefer region:addis ababa zone:Arada Sub City WorHO,confirmed
1097309,selam primary clinic,amhara,CNeoS9YItnO,selam primary clinic,amhara,0.8316429257392883,selam primary clinic woreda:Zigem region:amhara zone:Awi Zone,selam primary clinic region:amhara zone:Bahirdar THO,confirmed
1097309,selam primary clinic,amhara,LdtqVf5qs2P,selam primary clinic,amhara,0.8269342184066772,selam primary clinic woreda:Zigem region:amhara zone:Awi Zone,selam primary clinic region:amhara zone:Dessie THO,confirmed
1097309,selam primary clinic,amhara,sgwtyK0Xof4,selam primary clinic,amhara,0.8593757748603821,selam primary clinic woreda:Zigem region:amhara zone:Awi Zone,selam primary clinic region:amhara zone:South Wollo ZHD,confirmed
1097309,selam primary clinic,amhara,coZZtlfr4Ov,selam primery clinic,amhara,0.8281497359275818,selam primary clinic woreda:Zigem region:amhara zone:Awi Zone,selam primery clinic region:amhara zone:West Gojjam ZHD,confirmed
1097338,yegna number 2 medium clinic,addis ababa,vxe8mhxKDaL,yegna medium clnic,addis ababa,0.8777799606323242,yegna number 2 medium clinic region:addis ababa zone:Yeka Sub City,yegna medium clnic region:addis ababa zone:Yeka Sub City,confirmed
1097338,yegna number 2 medium clinic,addis ababa,A5s4jyi5C7f,yeka no 2 medium clnic,addis ababa,0.9064067006111145,yegna number 2 medium clinic region:addis ababa zone:Yeka Sub City,yeka no 2 medium clnic region:addis ababa zone:Yeka Sub City,confirmed
1097344,doctor zemene medium clinic,amhara,fC79pNYqKhq,doctor wondim medium clinic,amhara,0.8026544451713562,doctor zemene medium clinic woreda:North Mecha Woreda region:amhara zone:North Gojjam Zone,doctor wondim medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097355,adisamba primary clinic,amhara,plG8BCRo42e,adise aschale primary clinic,amhara,0.8061613440513611,adisamba primary clinic woreda:North Mecha Woreda region:amhara zone:North Gojjam Zone,adise aschale primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097395,aemro primary clinice,amhara,V4gEH9XYEa4,aemro prmary clinic,amhara,0.8406434655189514,aemro primary clinice woreda:Gonjikolela Woreda region:amhara zone:North Gojjam Zone,aemro prmary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097398,enat medium clinic,amhara,QdnqMyoUhx0,enat medium clinic,amhara,0.8428010940551758,enat medium clinic woreda:Kombolcha Town region:amhara zone:Kombolcha Town Administration,enat medium clinic region:amhara zone:Awi ZHD,confirmed
1097398,enat medium clinic,amhara,SlMymnjZRyZ,enat medium clinic,amhara,0.8468257784843445,enat medium clinic woreda:Kombolcha Town region:amhara zone:Kombolcha Town Administration,enat medium clinic region:amhara zone:South Wollo ZHD,confirmed
1097399,seid medium clinic,amhara,XU5hpGSwMri,seid medium clinic,amhara,0.914179801940918,seid medium clinic region:amhara zone:Kombolcha Town Administration,seid medium clinic region:amhara zone:Kombolcha THO,confirmed
1097434,adinas primary clinic,amhara,RePA6qoXkWB,adinas primary clinic,amhara,0.8626102209091187,adinas primary clinic woreda:Fagitalekoma region:amhara zone:Awi Zone,adinas primary clinic region:amhara zone:Awi ZHD,confirmed
1097441,woyra pharmacy,amhara,T6JQ8LFYWni,woyra phcu,amhara,0.8087531924247742,woyra pharmacy region:amhara zone:Gondar Town Administration,woyra phcu region:amhara zone:East Gojjam ZHD,confirmed
1097460,tadele primary clinic,amhara,r6uMqUxb88h,tadele primary clinic,amhara,0.8624653220176697,tadele primary clinic woreda:Estie region:amhara zone:South Gondar Zone,tadele primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097460,tadele primary clinic,amhara,BaJrYHkWaKN,tadele muluneh primary clinic,amhara,0.8359848856925964,tadele primary clinic woreda:Estie region:amhara zone:South Gondar Zone,tadele muluneh primary clinic region:amhara zone:East Gojjam ZHD,confirmed
1097460,tadele primary clinic,amhara,B7j5LbwOALg,tadele shita primary clinic,amhara,0.8391226530075073,tadele primary clinic woreda:Estie region:amhara zone:South Gondar Zone,tadele shita primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097460,tadele primary clinic,amhara,NKMZbMG8VeL,tadele shita primary clinic,amhara,0.8391226530075073,tadele primary clinic woreda:Estie region:amhara zone:South Gondar Zone,tadele shita primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097465,habtamu primary clinic,amhara,nxhvHxdSM76,habtamu primary clinic,amhara,0.857581615447998,habtamu primary clinic woreda:Estie region:amhara zone:South Gondar Zone,habtamu primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097465,habtamu primary clinic,amhara,pT43EDAiAw2,habtamu primary clinic,amhara,0.857581615447998,habtamu primary clinic woreda:Estie region:amhara zone:South Gondar Zone,habtamu primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097465,habtamu primary clinic,amhara,tRpI7ODkfq6,habtamu primary clinic,amhara,0.8403093218803406,habtamu primary clinic woreda:Estie region:amhara zone:South Gondar Zone,habtamu primary clinic region:amhara zone:East Gojjam ZHD,confirmed
1097469,meka primary clinic,amhara,XEDJFeFliO1,mewosha primary clinic,amhara,0.8051297068595886,meka primary clinic woreda:Estie region:amhara zone:South Gondar Zone,mewosha primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097497,getachew primary clinic,amhara,iwW9uteCTNn,getachew primary clinic,amhara,0.8411437273025513,getachew primary clinic woreda:South achefer Woreda region:amhara zone:North Gojjam Zone,getachew primary clinic region:amhara zone:South Wollo ZHD,confirmed
1097544,doctor alem medium clinic,amhara,kA52fu8RKPf,doctor mulugata medium clinic,amhara,0.8348522782325745,doctor alem medium clinic woreda:Zigem region:amhara zone:Awi Zone,doctor mulugata medium clinic region:amhara zone:Awi ZHD,confirmed
1097544,doctor alem medium clinic,amhara,blyNB7nf3vK,doctor birhanu medium clinic,amhara,0.818680465221405,doctor alem medium clinic woreda:Zigem region:amhara zone:Awi Zone,doctor birhanu medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097544,doctor alem medium clinic,amhara,fC79pNYqKhq,doctor wondim medium clinic,amhara,0.8251397013664246,doctor alem medium clinic woreda:Zigem region:amhara zone:Awi Zone,doctor wondim medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097544,doctor alem medium clinic,amhara,NM5CJ7PCdeM,doctor addisu medium clinic,amhara,0.8182141780853271,doctor alem medium clinic woreda:Zigem region:amhara zone:Awi Zone,doctor addisu medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1097551,beteseb primary clinic,amhara,yCSZQTVsEjl,beteseb medium clinic,amhara,0.8044772744178772,beteseb primary clinic woreda:Debre Markos Town region:amhara zone:Debre Markos Town Administration,beteseb medium clinic region:amhara zone:South Wollo ZHD,confirmed
1097569,adigrat hospital community pharmacy,tigray,zfiv9qFa6un,adigrat clinic,tigray,0.8004063963890076,adigrat hospital community pharmacy woreda:Adigrat Town region:tigray zone:Eastern Zone,adigrat clinic region:tigray zone:Eastern ZHD,confirmed
1097574,meseret primary clinic,amhara,sEHvwnxYCqL,meseret mohamed medium clinic,amhara,0.8019766211509705,meseret primary clinic woreda:Banja region:amhara zone:Awi Zone,meseret mohamed medium clinic region:amhara zone:South Wollo ZHD,confirmed
1097574,meseret primary clinic,amhara,Qj50GMW5zfd,mesert primary clinic,amhara,0.8549981117248535,meseret primary clinic woreda:Banja region:amhara zone:Awi Zone,mesert primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097574,meseret primary clinic,amhara,PRrXOfXNkjq,mesert primary clinic,amhara,0.8549981117248535,meseret primary clinic woreda:Banja region:amhara zone:Awi Zone,mesert primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097602,fewus primary clinic,amhara,l2VdXL76dq8,fews primary clinic,amhara,0.8481274843215942,fewus primary clinic woreda:Banja region:amhara zone:Awi Zone,fews primary clinic region:amhara zone:Awi ZHD,confirmed
1097620,derebewu primary clinic,amhara,oEbgaxzbC3B,dereb primary clinic,amhara,0.8429943919181824,derebewu primary clinic woreda:Chilga region:amhara zone:Central Gondar Zone,dereb primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097629,gashaw primary clinic,amhara,HTXTiiElfZV,gashaw primary clinic,amhara,0.8173703551292419,gashaw primary clinic woreda:Estie region:amhara zone:South Gondar Zone,gashaw primary clinic region:amhara zone:Awi ZHD,confirmed
1097629,gashaw primary clinic,amhara,YYzKnvSTHbQ,gashaw primary clinic,amhara,0.8563722968101501,gashaw primary clinic woreda:Estie region:amhara zone:South Gondar Zone,gashaw primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097629,gashaw primary clinic,amhara,CMQaM3qBVNv,gashaw primay clinic,amhara,0.8450859189033508,gashaw primary clinic woreda:Estie region:amhara zone:South Gondar Zone,gashaw primay clinic region:amhara zone:South Gondar ZHD,confirmed
1097629,gashaw primary clinic,amhara,KxQZt5IPzHH,gashaw primary clinic,amhara,0.8437709212303162,gashaw primary clinic woreda:Estie region:amhara zone:South Gondar Zone,gashaw primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1097633,elshaday primary clinic,south west ethiopia,EGVCvldgvkt,elshaday clinic,south west ethiopia,0.8327791690826416,elshaday primary clinic woreda:Yeki Woreda region:south west ethiopia zone:Sheka Zone,elshaday clinic region:south west ethiopia zone:Bench Sheko ZHD,confirmed
1097641,dereje primary clinic,amhara,o4Hrk8Sl0U8,derese primary clinic,amhara,0.8436122536659241,dereje primary clinic region:amhara zone:North Gojjam Zone,derese primary clinic region:amhara zone:Awi ZHD,confirmed
1097641,dereje primary clinic,amhara,tHaKdKJWC5y,dorogbr clinic,amhara,0.8026255965232849,dereje primary clinic region:amhara zone:North Gojjam Zone,dorogbr clinic region:amhara zone:North Wollo ZHD,confirmed
1097641,dereje primary clinic,amhara,zhG2gUkxLfA,derequa phcu,amhara,0.8033401966094971,dereje primary clinic region:amhara zone:North Gojjam Zone,derequa phcu region:amhara zone:West Gojjam ZHD,confirmed
1097673,odaa medium clinic,oromia,TLMVdACjZHZ,oda medium clinic,oromia,0.8009085655212402,odaa medium clinic woreda:Jibat region:oromia zone:West Shewa Zone,oda medium clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1097673,odaa medium clinic,oromia,HQd6dFx5JfP,oda medium clinic,oromia,0.8490074276924133,odaa medium clinic woreda:Jibat region:oromia zone:West Shewa Zone,oda medium clinic region:oromia zone:North Shewa  ZHD,confirmed
1097673,odaa medium clinic,oromia,oOJXOhLOhub,oda medium clinic,oromia,0.8776572346687317,odaa medium clinic woreda:Jibat region:oromia zone:West Shewa Zone,oda medium clinic region:oromia zone:West Shewa  ZHD,confirmed
1097674,kegna medium clinic,oromia,STJVfxrJK6L,kegna medium medium clinic,oromia,0.8034787178039551,kegna medium clinic woreda:Ejersa Lafo region:oromia zone:West Shewa Zone,kegna medium medium clinic region:oromia zone:Jimma ZHD,confirmed
1097676,kegna medium clinic,oromia,STJVfxrJK6L,kegna medium medium clinic,oromia,0.8143969178199768,kegna medium clinic woreda:Robe region:oromia zone:Arsi zone,kegna medium medium clinic region:oromia zone:Jimma ZHD,confirmed
1097684,harme medium clinic,oromia,Cll8zrl2WPv,harme medium clinic,oromia,0.8034551739692688,harme medium clinic woreda:Robe region:oromia zone:Arsi zone,harme medium clinic region:oromia zone:North Shewa  ZHD,confirmed
1097691,milki medium clinic,oromia,Mms0avmbt4c,milkoom primary clinic,oromia,0.8247146606445312,milki medium clinic region:oromia zone:Arsi zone,milkoom primary clinic region:oromia zone:Jimma ZHD,confirmed
1097691,milki medium clinic,oromia,lDPb4ls6OKI,milkaa'ina medium clinic,oromia,0.8867925405502319,milki medium clinic region:oromia zone:Arsi zone,milkaa'ina medium clinic region:oromia zone:SHEGER CITY Health Office,confirmed
1097707,alene primary clinic,amhara,w18jNqsh3zU,alemayehu primary clinic,amhara,0.8009530901908875,alene primary clinic woreda:Zigem region:amhara zone:Awi Zone,alemayehu primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097707,alene primary clinic,amhara,dWtl72JS6G0,alemayehu primary clinic,amhara,0.8009530901908875,alene primary clinic woreda:Zigem region:amhara zone:Awi Zone,alemayehu primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097707,alene primary clinic,amhara,PXniE7fzXwT,alemu primary clinic,amhara,0.8079888224601746,alene primary clinic woreda:Zigem region:amhara zone:Awi Zone,alemu primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1097733,sorga medium clinic,oromia,ohl877YKbsP,sorga rural health post,oromia,0.8008067607879639,sorga medium clinic woreda:Nekemte Town region:oromia zone:Nekemte Town,sorga rural health post region:oromia zone:Nekemte Town ZHD,confirmed
1097738,dr dinu medium clinic,addis ababa,uhUS2lMUINS,dr hiwot medium dental clinic,addis ababa,0.8124640583992004,dr dinu medium clinic woreda:Woreda 8 region:addis ababa zone:Kolfe Sub city,dr hiwot medium dental clinic region:addis ababa zone:Kolfe Subcity,confirmed
1097775,gada medium clinic,oromia,ARmDiCgHFLs,gadaa medium clinic,oromia,0.8206586241722107,gada medium clinic woreda:Leqa Dulecha region:oromia zone:East Wollega Zone,gadaa medium clinic region:oromia zone:East Bale ZHD,confirmed
1097807,oda medium clinic,oromia,cTroaMwo363,oda medium clinic,oromia,0.8691080808639526,oda medium clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,oda medium clinic region:oromia zone:Arsi ZHD,confirmed
1097807,oda medium clinic,oromia,wuyjsSJvdeD,oda medium clinic,oromia,0.8691080808639526,oda medium clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,oda medium clinic region:oromia zone:Arsi ZHD,confirmed
1097807,oda medium clinic,oromia,TLMVdACjZHZ,oda medium clinic,oromia,0.8753591775894165,oda medium clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,oda medium clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1097807,oda medium clinic,oromia,HQd6dFx5JfP,oda medium clinic,oromia,0.8749104738235474,oda medium clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,oda medium clinic region:oromia zone:North Shewa  ZHD,confirmed
1097807,oda medium clinic,oromia,oOJXOhLOhub,oda medium clinic,oromia,0.8738631010055542,oda medium clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,oda medium clinic region:oromia zone:West Shewa  ZHD,confirmed
1097824,kabri dahar military primary hospital,somali,PxSaEJ3OeUg,kabridahar primary clinic,somali,0.8181518912315369,kabri dahar military primary hospital woreda:Kebridahar City region:somali zone:Korahay,kabridahar primary clinic region:somali zone:Korahay ZHD,confirmed
1097986,amen medium clinic,oromia,dnYOKSAfXzk,aman medium clinic,oromia,0.8031219840049744,amen medium clinic woreda:Dodola Town region:oromia zone:Dodola Town,aman medium clinic region:oromia zone:East Wellega ZHD,confirmed
1098009,ewnet medium clinic,addis ababa,xFiAfuTpsL5,enat medium clinic,addis ababa,0.8109930157661438,ewnet medium clinic woreda:Woreda 11 region:addis ababa zone:Yeka Sub City,enat medium clinic region:addis ababa zone:Yeka Sub City,confirmed
1098165,rohobot home based health care service,addis ababa,AnJeOBALjeo,rohebot home based service,addis ababa,0.828037440776825,rohobot home based health care service woreda:Woreda 8 region:addis ababa zone:Yeka Sub City,rohebot home based service region:addis ababa zone:Yeka Sub City,confirmed
1098166,rohobot home based health care service plc,addis ababa,AnJeOBALjeo,rohebot home based service,addis ababa,0.8007467985153198,rohobot home based health care service plc woreda:Woreda 8 region:addis ababa zone:Yeka Sub City,rohebot home based service region:addis ababa zone:Yeka Sub City,confirmed
1098172,furtu medium clinic,oromia,OxpSMnG8Dzf,furtuu medium clinic,oromia,0.8071414828300476,furtu medium clinic woreda:Kersa region:oromia zone:East Hararge Zone,furtuu medium clinic region:oromia zone:Ambo Town ZHD,confirmed
1098210,buldigilu primary hospital,benishangul gumuz,DTTZDxYNx6n,buldigilu health post,benishangul gumuz,0.8027932047843933,buldigilu primary hospital woreda:Buldigilu Woreda region:benishangul gumuz zone:Assosa Zone,buldigilu health post region:benishangul gumuz zone:Assosa ZHD,confirmed
1098211,oda medium clinic,oromia,TLMVdACjZHZ,oda medium clinic,oromia,0.8022961020469666,oda medium clinic woreda:Adola Town region:oromia zone:Guji Zone,oda medium clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1098211,oda medium clinic,oromia,HQd6dFx5JfP,oda medium clinic,oromia,0.8044048547744751,oda medium clinic woreda:Adola Town region:oromia zone:Guji Zone,oda medium clinic region:oromia zone:North Shewa  ZHD,confirmed
1098211,oda medium clinic,oromia,oOJXOhLOhub,oda medium clinic,oromia,0.8077399730682373,oda medium clinic woreda:Adola Town region:oromia zone:Guji Zone,oda medium clinic region:oromia zone:West Shewa  ZHD,confirmed
1098225,chefe primary clinic,oromia,P0kt2BO1xqv,chefe primary clinic,oromia,0.965282678604126,chefe primary clinic region:oromia zone:West Hararge Zone,chefe primary clinic region:oromia zone:East Hararge ZHD,confirmed
1098225,chefe primary clinic,oromia,PCKbHM4qS8V,chefe primary clinic,oromia,0.9314637780189514,chefe primary clinic region:oromia zone:West Hararge Zone,chefe primary clinic region:oromia zone:East Shewa  ZHD,confirmed
1098235,kidanmeherte primary clinic,amhara,rKmfQH8IixJ,kidanmihiret medium clinic,amhara,0.8403310179710388,kidanmeherte primary clinic region:amhara zone:Gondar Town Administration,kidanmihiret medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1098235,kidanmeherte primary clinic,amhara,igyETbMtGbi,kidanmihiret medium clinic,amhara,0.8403310179710388,kidanmeherte primary clinic region:amhara zone:Gondar Town Administration,kidanmihiret medium clinic region:amhara zone:West Gojjam ZHD,confirmed
1098352,mariam tsion drug store,tigray,PcKUnOubgnW,mariam shewito health post,tigray,0.811346709728241,mariam tsion drug store region:tigray,mariam shewito health post region:tigray zone:Central ZHD,confirmed
1098368,abrham primary clinic,amhara,UXEjzioZJT5,abrham primary clinic,amhara,0.8154281973838806,abrham primary clinic woreda:Baso Liben region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:Central Gondar ZHD,confirmed
1098368,abrham primary clinic,amhara,i15w4MrFwSv,abrham primary clinic,amhara,0.8430964946746826,abrham primary clinic woreda:Baso Liben region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1098368,abrham primary clinic,amhara,x3pDRpvs8dS,abrham primary clinic,amhara,0.8430964946746826,abrham primary clinic woreda:Baso Liben region:amhara zone:East Gojjam Zone,abrham primary clinic region:amhara zone:West Gojjam ZHD,confirmed
1098375,asemani midium clinic,benishangul gumuz,XHI1DKlLAqm,asemani primary clinic,benishangul gumuz,0.8149451017379761,asemani midium clinic woreda:Kurmuk Woreda region:benishangul gumuz zone:Assosa Zone,asemani primary clinic region:benishangul gumuz zone:Assosa ZHD,confirmed
1098415,raya midium clinic,tigray,LsDVbPQZk1D,raya medium clinic,tigray,0.8308366537094116,raya midium clinic woreda:Raya Azebo Woreda region:tigray zone:Southern Zone,raya medium clinic region:tigray zone:Southern ZHD,confirmed
1098434,amare drug store,amhara,iiUlaNiETqa,amare junior clinic,amhara,0.8894225358963013,amare drug store region:amhara zone:North Gojjam Zone,amare junior clinic region:amhara zone:West Gojjam ZHD,confirmed
1098434,amare drug store,amhara,WyjyPlWy4KK,amarit phcu,amhara,0.8151960372924805,amare drug store region:amhara zone:North Gojjam Zone,amarit phcu region:amhara zone:West Gojjam ZHD,confirmed
1098462,chafe hora health center,oromia,MtRBskQOeG0,chafe hora health post,oromia,0.8213154077529907,chafe hora health center woreda:Sebeta Sub-City region:oromia zone:Sheger City,chafe hora health post region:oromia zone:SHEGER CITY Health Office,confirmed
1098500,harme medium clinic,oromia,Cll8zrl2WPv,harme medium clinic,oromia,0.8557307124137878,harme medium clinic woreda:Sululta Woreda region:oromia zone:North Shewa Zone,harme medium clinic region:oromia zone:North Shewa  ZHD,confirmed
1098514,haro wonchi drug store,oromia,csgLLD1Dsju,haro wonchi phcu,oromia,0.8300005197525024,haro wonchi drug store woreda:Wonchi region:oromia zone:South West Shewa,haro wonchi phcu region:oromia zone:South West Shewa  ZHD,confirmed
1098530,beka medium clinic,oromia,ZyuxxFFx7ve,beka medium clinic,oromia,0.8848380446434021,beka medium clinic region:oromia zone:Batu Town,beka medium clinic region:oromia zone:SHEGER CITY Health Office,confirmed
